name,year,seller_type,transmission,owner,count_of_cars,avg_selling_price,min_selling_price,max_selling_price
Maruti Alto K10 2010-2014 VXI,2011,Individual,Manual,Second Owner,1,170000.0,170000,170000
Maruti Alto K10 2010-2014 VXI,2012,Individual,Manual,First Owner,2,260000.0,260000,260000
Maruti Alto K10 2010-2014 VXI,2012,Individual,Manual,Second Owner,1,200000.0,200000,200000
Maruti Alto K10 2010-2014 VXI,2014,Individual,Manual,First Owner,1,240000.0,240000,240000
Maruti Alto K10 LX,2020,Individual,Manual,Fourth & Above Owner,1,250000.0,250000,250000
Maruti Alto K10 LXI,2010,Dealer,Manual,First Owner,1,175000.0,175000,175000
Maruti Alto K10 LXI,2010,Individual,Manual,First Owner,1,229999.0,229999,229999
Maruti Alto K10 LXI,2011,Individual,Manual,Second Owner,1,220000.0,220000,220000
Maruti Alto K10 LXI,2012,Individual,Manual,Second Owner,1,175000.0,175000,175000
Maruti Alto K10 LXI,2014,Dealer,Manual,First Owner,1,220000.0,220000,220000
Maruti Alto K10 LXI,2014,Individual,Manual,First Owner,1,200999.0,200999,200999
Maruti Alto K10 LXI,2015,Individual,Manual,Fourth & Above Owner,1,138000.0,138000,138000
Maruti Alto K10 LXI,2017,Individual,Manual,First Owner,1,320000.0,320000,320000
Maruti Alto K10 LXI CNG,2020,Individual,Manual,First Owner,1,282000.0,282000,282000
Maruti Alto K10 LXI CNG Optional,2016,Individual,Manual,First Owner,1,300000.0,300000,300000
Maruti Alto K10 VXI,2014,Individual,Manual,Second Owner,2,190000.0,180000,200000
Maruti Alto K10 VXI,2015,Dealer,Manual,First Owner,1,270000.0,270000,270000
Maruti Alto K10 VXI,2015,Individual,Manual,First Owner,2,210000.0,155000,265000
Maruti Alto K10 VXI,2015,Individual,Manual,Second Owner,1,320000.0,320000,320000
Maruti Alto K10 VXI,2016,Individual,Manual,First Owner,4,317500.0,270000,350000
Maruti Alto K10 VXI,2017,Dealer,Manual,First Owner,1,350000.0,350000,350000
Maruti Alto K10 VXI,2017,Individual,Manual,First Owner,3,315000.0,300000,325000
Maruti Alto K10 VXI,2017,Individual,Manual,Second Owner,1,320000.0,320000,320000
Maruti Alto K10 VXI,2018,Individual,Manual,First Owner,4,322999.75,231999,380000
Maruti Alto K10 VXI,2018,Individual,Manual,Third Owner,1,320000.0,320000,320000
Maruti Alto K10 VXI,2019,Individual,Manual,First Owner,1,350000.0,350000,350000
Maruti Alto K10 VXI AGS,2015,Dealer,Automatic,Second Owner,1,281000.0,281000,281000
Maruti Alto K10 VXI AGS,2017,Dealer,Automatic,First Owner,2,375000.0,375000,375000
Maruti Alto K10 VXI AGS Optional,2018,Individual,Automatic,First Owner,1,300000.0,300000,300000
Maruti Alto K10 VXI Airbag,2015,Individual,Manual,First Owner,1,275000.0,275000,275000
Maruti Alto K10 VXI Airbag,2017,Individual,Manual,First Owner,1,290000.0,290000,290000
Maruti Alto K10 VXI Airbag,2018,Individual,Manual,First Owner,1,380000.0,380000,380000
Maruti Alto K10 VXI Airbag,2019,Individual,Manual,First Owner,1,350000.0,350000,350000
Maruti Alto K10 VXI Optional,2014,Dealer,Manual,Second Owner,1,285000.0,285000,285000
Maruti Alto LX,2000,Individual,Manual,Second Owner,1,61000.0,61000,61000
Maruti Alto LX,2004,Individual,Manual,First Owner,3,96666.66666666667,80000,110000
Maruti Alto LX,2006,Individual,Manual,First Owner,2,112500.0,75000,150000
Maruti Alto LX,2006,Individual,Manual,Second Owner,3,83333.33333333333,65000,95000
Maruti Alto LX,2006,Individual,Manual,Third Owner,3,69666.66666666667,52000,105000
Maruti Alto LX,2007,Individual,Manual,Second Owner,2,100000.0,100000,100000
Maruti Alto LX,2007,Individual,Manual,Third Owner,2,70000.0,70000,70000
Maruti Alto LX,2008,Dealer,Manual,First Owner,1,140000.0,140000,140000
Maruti Alto LX,2008,Individual,Manual,First Owner,1,65000.0,65000,65000
Maruti Alto LX,2008,Individual,Manual,Second Owner,1,114999.0,114999,114999
Maruti Alto LX,2009,Individual,Manual,Second Owner,3,146666.66666666666,140000,150000
Maruti Alto LX,2010,Individual,Manual,First Owner,1,120000.0,120000,120000
Maruti Alto LX,2010,Individual,Manual,Second Owner,1,110000.0,110000,110000
Maruti Alto LX,2011,Dealer,Manual,First Owner,1,180000.0,180000,180000
Maruti Alto LX,2011,Individual,Manual,First Owner,4,141500.0,135000,151000
Maruti Alto LX,2011,Individual,Manual,Third Owner,1,114999.0,114999,114999
Maruti Alto LX,2012,Individual,Manual,First Owner,1,150000.0,150000,150000
Maruti Alto LX,2012,Individual,Manual,Second Owner,4,163750.0,140000,220000
Maruti Alto LX BSIII,2006,Individual,Manual,Second Owner,2,160000.0,160000,160000
Maruti Alto LX BSIII,2007,Individual,Manual,First Owner,2,140000.0,140000,140000
Maruti Alto LX BSIII,2007,Individual,Manual,Second Owner,2,130000.0,125000,135000
Maruti Alto LX BSIII,2008,Individual,Manual,First Owner,1,75000.0,75000,75000
Maruti Alto LX BSIII,2008,Individual,Manual,Second Owner,4,91250.0,85000,110000
Maruti Alto LX BSIII,2008,Individual,Manual,Third Owner,1,110000.0,110000,110000
Maruti Alto LXI,2003,Individual,Manual,Second Owner,1,60000.0,60000,60000
Maruti Alto LXI,2004,Individual,Manual,Second Owner,1,70000.0,70000,70000
Maruti Alto LXI,2005,Individual,Manual,Second Owner,3,70666.66666666667,56000,100000
Maruti Alto LXi,2000,Individual,Manual,Second Owner,1,65000.0,65000,65000
Maruti Alto LXi,2006,Individual,Manual,First Owner,2,100000.0,100000,100000
Maruti Alto LXi,2006,Individual,Manual,Second Owner,2,105000.0,60000,150000
Maruti Alto LXi,2006,Individual,Manual,Third Owner,1,75000.0,75000,75000
Maruti Alto LXi,2007,Dealer,Manual,Second Owner,1,90000.0,90000,90000
Maruti Alto LXi,2007,Individual,Manual,First Owner,2,100000.0,100000,100000
Maruti Alto LXi,2007,Individual,Manual,Second Owner,5,92000.0,75000,100000
Maruti Alto LXi,2008,Individual,Manual,First Owner,4,86999.75,69000,114999
Maruti Alto LXi,2008,Individual,Manual,Fourth & Above Owner,1,100000.0,100000,100000
Maruti Alto LXi,2008,Individual,Manual,Second Owner,2,90000.0,70000,110000
Maruti Alto LXi,2009,Dealer,Manual,Second Owner,1,151000.0,151000,151000
Maruti Alto LXi,2009,Individual,Manual,First Owner,5,132000.0,110000,150000
Maruti Alto LXi,2009,Individual,Manual,Second Owner,4,117000.0,78000,140000
Maruti Alto LXi,2009,Individual,Manual,Third Owner,1,150000.0,150000,150000
Maruti Alto LXi,2010,Individual,Manual,First Owner,2,150000.0,140000,160000
Maruti Alto LXi,2010,Individual,Manual,Second Owner,1,120000.0,120000,120000
Maruti Alto LXi,2011,Individual,Manual,First Owner,4,177500.0,135000,225000
Maruti Alto LXi,2011,Individual,Manual,Second Owner,2,150000.0,150000,150000
Maruti Alto LXi,2011,Individual,Manual,Third Owner,1,175000.0,175000,175000
Maruti Alto LXi,2012,Individual,Manual,First Owner,1,150000.0,150000,150000
Maruti Alto LXi,2012,Individual,Manual,Second Owner,3,173333.33333333334,160000,180000
Maruti Alto LXi,2012,Individual,Manual,Third Owner,1,175000.0,175000,175000
Maruti Alto LXi BSII,2002,Individual,Manual,Fourth & Above Owner,1,100000.0,100000,100000
Maruti Alto LXi BSIII,2006,Individual,Manual,Third Owner,1,135000.0,135000,135000
Maruti Alto LXi BSIII,2008,Dealer,Manual,First Owner,1,125000.0,125000,125000
Maruti Alto LXi BSIII,2008,Individual,Manual,First Owner,2,125000.0,125000,125000
Maruti Alto LXi BSIII,2008,Individual,Manual,Second Owner,3,108733.33333333333,91200,130000
Maruti Alto LXi BSIII,2008,Individual,Manual,Third Owner,1,180000.0,180000,180000
Maruti Alto LXi BSIII,2009,Individual,Manual,Second Owner,2,122499.5,114999,130000
Maruti Alto LXi BSIII,2010,Dealer,Manual,First Owner,1,190000.0,190000,190000
Maruti Alto LXi BSIII,2010,Individual,Manual,First Owner,1,210000.0,210000,210000
Maruti Alto LXi BSIII,2010,Individual,Manual,Second Owner,2,170000.0,150000,190000
Maruti Alto STD,2005,Individual,Manual,Second Owner,1,95000.0,95000,95000
Maruti Alto STD,2008,Individual,Manual,Second Owner,1,80000.0,80000,80000
Maruti Alto STD,2009,Individual,Manual,First Owner,1,72000.0,72000,72000
Maruti Alto VXi,2002,Individual,Manual,Third Owner,1,120000.0,120000,120000
Maruti Alto VXi,2015,Dealer,Manual,First Owner,1,280000.0,280000,280000
Maruti Baleno Alpha,2019,Individual,Manual,First Owner,2,700000.0,700000,700000
Maruti Baleno Alpha 1.2,2015,Individual,Manual,First Owner,1,550000.0,550000,550000
Maruti Baleno Alpha 1.2,2017,Dealer,Manual,First Owner,3,625000.0,625000,625000
Maruti Baleno Alpha 1.2,2017,Individual,Manual,First Owner,1,619000.0,619000,619000
Maruti Baleno Alpha 1.2,2018,Dealer,Manual,First Owner,1,690000.0,690000,690000
Maruti Baleno Alpha 1.2,2018,Individual,Manual,First Owner,2,690000.0,690000,690000
Maruti Baleno Alpha 1.2,2019,Individual,Manual,First Owner,2,556000.0,556000,556000
Maruti Baleno Alpha 1.3,2016,Individual,Manual,First Owner,4,617500.0,575000,675000
Maruti Baleno Alpha 1.3,2016,Trustmark Dealer,Manual,First Owner,2,770000.0,770000,770000
Maruti Baleno Alpha 1.3,2017,Dealer,Manual,First Owner,1,835000.0,835000,835000
Maruti Baleno Alpha 1.3,2017,Individual,Manual,First Owner,2,725000.0,650000,800000
Maruti Baleno Alpha 1.3,2019,Individual,Manual,First Owner,1,800000.0,800000,800000
Maruti Baleno Alpha CVT,2018,Trustmark Dealer,Automatic,First Owner,1,825000.0,825000,825000
Maruti Baleno Delta 1.2,2017,Individual,Manual,First Owner,1,509000.0,509000,509000
Maruti Baleno Delta 1.2,2017,Trustmark Dealer,Manual,First Owner,1,585000.0,585000,585000
Maruti Baleno Delta 1.2,2018,Individual,Manual,First Owner,3,566666.6666666666,550000,600000
Maruti Baleno Delta 1.2,2019,Individual,Manual,First Owner,1,600000.0,600000,600000
Maruti Baleno Delta 1.3,2017,Individual,Manual,First Owner,1,650000.0,650000,650000
Maruti Baleno Delta 1.3,2018,Individual,Manual,First Owner,1,650000.0,650000,650000
Maruti Baleno Delta Automatic,2018,Individual,Automatic,First Owner,3,556666.6666666666,520000,600000
Maruti Baleno Delta Diesel,2015,Dealer,Manual,First Owner,1,511000.0,511000,511000
Maruti Baleno RS 1.0 Petrol,2018,Individual,Manual,First Owner,1,550000.0,550000,550000
Maruti Baleno Sigma 1.2,2015,Individual,Manual,First Owner,2,500000.0,500000,500000
Maruti Baleno Vxi,2006,Individual,Manual,Third Owner,1,80000.0,80000,80000
Maruti Baleno Vxi,2007,Individual,Manual,Second Owner,1,163000.0,163000,163000
Maruti Baleno Zeta,2016,Trustmark Dealer,Manual,First Owner,1,725000.0,725000,725000
Maruti Baleno Zeta,2020,Individual,Manual,First Owner,1,700000.0,700000,700000
Maruti Baleno Zeta 1.2,2016,Individual,Manual,First Owner,1,580000.0,580000,580000
Maruti Baleno Zeta 1.2,2017,Individual,Manual,First Owner,2,595500.0,550000,641000
Maruti Baleno Zeta 1.2,2017,Trustmark Dealer,Manual,First Owner,1,650000.0,650000,650000
Maruti Baleno Zeta 1.2,2019,Individual,Manual,First Owner,2,690000.0,630000,750000
Maruti Baleno Zeta 1.3,2016,Individual,Manual,First Owner,1,600000.0,600000,600000
Maruti Baleno Zeta 1.3,2018,Individual,Manual,First Owner,1,750000.0,750000,750000
Maruti Baleno Zeta Automatic,2018,Individual,Automatic,First Owner,1,700000.0,700000,700000
Maruti Celerio Green VXI,2017,Individual,Manual,First Owner,3,365000.0,365000,365000
Maruti Celerio LXI MT BSIV,2019,Individual,Manual,First Owner,3,340000.0,340000,340000
Maruti Celerio VDi,2015,Individual,Manual,Second Owner,1,390000.0,390000,390000
Maruti Celerio VDi,2016,Individual,Manual,Third Owner,1,240000.0,240000,240000
Maruti Celerio VXI,2014,Dealer,Manual,Second Owner,1,300000.0,300000,300000
Maruti Celerio VXI,2015,Individual,Manual,First Owner,2,260000.0,220000,300000
Maruti Celerio VXI,2015,Individual,Manual,Third Owner,1,300000.0,300000,300000
Maruti Celerio VXI,2016,Dealer,Manual,First Owner,2,369500.0,340000,399000
Maruti Celerio VXI,2016,Individual,Manual,First Owner,1,380000.0,380000,380000
Maruti Celerio VXI,2017,Dealer,Manual,First Owner,1,430000.0,430000,430000
Maruti Celerio VXI AMT BSIV,2016,Trustmark Dealer,Automatic,Second Owner,2,450000.0,450000,450000
Maruti Celerio VXI AT,2015,Dealer,Automatic,Second Owner,1,395000.0,395000,395000
Maruti Celerio VXI AT,2017,Dealer,Automatic,First Owner,1,415000.0,415000,415000
Maruti Celerio VXI AT,2017,Individual,Automatic,First Owner,1,450000.0,450000,450000
Maruti Celerio VXI Optional,2017,Dealer,Manual,First Owner,1,430999.0,430999,430999
Maruti Celerio X ZXI BSIV,2019,Individual,Manual,First Owner,1,490000.0,490000,490000
Maruti Celerio ZDi,2015,Individual,Manual,First Owner,1,350000.0,350000,350000
Maruti Celerio ZXI,2016,Dealer,Manual,First Owner,1,434999.0,434999,434999
Maruti Celerio ZXI,2017,Individual,Manual,First Owner,3,414999.6666666667,409999,420000
Maruti Celerio ZXI,2019,Dealer,Manual,First Owner,1,490000.0,490000,490000
Maruti Celerio ZXI AMT BSIV,2018,Individual,Automatic,First Owner,1,500000.0,500000,500000
Maruti Celerio ZXI AT,2017,Individual,Automatic,First Owner,1,509999.0,509999,509999
Maruti Celerio ZXI MT BSIV,2019,Individual,Manual,First Owner,1,425000.0,425000,425000
Maruti Celerio ZXI Optional AMT BSIV,2017,Individual,Automatic,First Owner,1,370000.0,370000,370000
Maruti Ciaz 1.3 Delta,2018,Individual,Manual,First Owner,1,750000.0,750000,750000
Maruti Ciaz 1.4 AT Zeta,2017,Individual,Automatic,First Owner,3,500000.0,500000,500000
Maruti Ciaz 1.4 AT Zeta,2019,Dealer,Automatic,First Owner,1,869999.0,869999,869999
Maruti Ciaz 1.4 Alpha,2017,Trustmark Dealer,Manual,First Owner,1,780000.0,780000,780000
Maruti Ciaz 1.4 Alpha,2018,Individual,Manual,First Owner,2,925000.0,925000,925000
Maruti Ciaz 1.4 Delta,2018,Individual,Manual,First Owner,2,650000.0,650000,650000
Maruti Ciaz 1.4 Zeta,2017,Individual,Manual,First Owner,1,680000.0,680000,680000
Maruti Ciaz S 1.3,2018,Individual,Manual,First Owner,1,850000.0,850000,850000
Maruti Ciaz Sigma BSIV,2018,Individual,Manual,First Owner,1,800000.0,800000,800000
Maruti Ciaz VDI SHVS,2016,Dealer,Manual,First Owner,1,675000.0,675000,675000
Maruti Ciaz VDI SHVS,2017,Dealer,Manual,First Owner,1,750000.0,750000,750000
Maruti Ciaz VDi,2015,Dealer,Manual,First Owner,1,550000.0,550000,550000
Maruti Ciaz VDi Option SHVS,2015,Dealer,Manual,First Owner,2,565000.0,565000,565000
Maruti Ciaz VDi Plus,2015,Individual,Manual,First Owner,1,525000.0,525000,525000
Maruti Ciaz VDi Plus,2015,Individual,Manual,Second Owner,1,660000.0,660000,660000
Maruti Ciaz VDi Plus SHVS,2016,Dealer,Manual,First Owner,2,683000.0,665000,701000
Maruti Ciaz VXi,2014,Individual,Manual,First Owner,1,700000.0,700000,700000
Maruti Ciaz VXi,2015,Dealer,Manual,First Owner,1,550000.0,550000,550000
Maruti Ciaz VXi Plus,2015,Dealer,Manual,First Owner,1,585000.0,585000,585000
Maruti Ciaz ZDi,2014,Dealer,Manual,Second Owner,1,550000.0,550000,550000
Maruti Ciaz ZDi Plus,2016,Trustmark Dealer,Manual,First Owner,1,640000.0,640000,640000
Maruti Ciaz ZDi Plus,2017,Dealer,Manual,First Owner,1,751000.0,751000,751000
Maruti Ciaz ZDi Plus SHVS,2016,Individual,Manual,First Owner,1,750000.0,750000,750000
Maruti Ciaz ZDi Plus SHVS,2017,Individual,Manual,First Owner,1,750000.0,750000,750000
Maruti Ciaz ZDi Plus SHVS,2017,Individual,Manual,Second Owner,1,749000.0,749000,749000
Maruti Ciaz ZDi SHVS,2015,Individual,Manual,First Owner,1,700000.0,700000,700000
Maruti Ciaz ZDi SHVS,2016,Individual,Manual,First Owner,1,685000.0,685000,685000
Maruti Ciaz ZXi,2015,Individual,Manual,First Owner,1,800000.0,800000,800000
Maruti Ciaz ZXi,2016,Dealer,Manual,First Owner,2,625000.0,625000,625000
Maruti Ciaz ZXi Plus,2015,Individual,Manual,First Owner,1,675000.0,675000,675000
Maruti Ciaz ZXi Plus,2016,Dealer,Manual,First Owner,1,750000.0,750000,750000
Maruti Ciaz Zeta BSIV,2019,Individual,Manual,First Owner,1,925000.0,925000,925000
Maruti Eeco 5 STR With AC Plus HTR CNG,2010,Individual,Manual,Fourth & Above Owner,1,170000.0,170000,170000
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,Dealer,Manual,First Owner,1,229999.0,229999,229999
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,Individual,Manual,Second Owner,1,160000.0,160000,160000
Maruti Eeco 5 STR With AC Plus HTR CNG,2017,Dealer,Manual,First Owner,1,440000.0,440000,440000
Maruti Eeco 5 STR With AC Plus HTR CNG,2018,Individual,Manual,First Owner,1,409999.0,409999,409999
Maruti Eeco 5 Seater AC BSIV,2017,Dealer,Manual,First Owner,4,342500.0,260000,425000
Maruti Eeco 5 Seater AC BSIV,2017,Individual,Manual,Second Owner,1,350000.0,350000,350000
Maruti Eeco 5 Seater AC BSIV,2018,Dealer,Manual,First Owner,1,401000.0,401000,401000
Maruti Eeco 5 Seater AC BSIV,2018,Individual,Manual,First Owner,3,331666.6666666667,300000,395000
Maruti Eeco 5 Seater Standard BSIV,2019,Individual,Manual,First Owner,1,380000.0,380000,380000
Maruti Eeco 7 Seater Standard BSIV,2014,Dealer,Manual,First Owner,1,325000.0,325000,325000
Maruti Eeco 7 Seater Standard BSIV,2017,Dealer,Manual,First Owner,1,350000.0,350000,350000
Maruti Eeco 7 Seater Standard BSIV,2017,Individual,Manual,First Owner,2,325000.0,260000,390000
Maruti Eeco 7 Seater Standard BSIV,2018,Individual,Manual,First Owner,2,270000.0,270000,270000
Maruti Eeco CNG 5 Seater AC BSIV,2019,Individual,Manual,First Owner,2,470000.0,470000,470000
Maruti Eeco CNG 5 Seater AC BSIV,2020,Individual,Manual,First Owner,1,495000.0,495000,495000
Maruti Eeco Smiles 5 Seater AC,2013,Dealer,Manual,First Owner,1,280000.0,280000,280000
Maruti Eeco Smiles 5 Seater AC,2014,Dealer,Manual,First Owner,1,325000.0,325000,325000
Maruti Eeco Smiles 5 Seater AC,2016,Dealer,Manual,First Owner,1,330000.0,330000,330000
Maruti Ertiga 1.5 VDI,2019,Individual,Manual,First Owner,1,1000000.0,1000000,1000000
Maruti Ertiga 1.5 VDI,2020,Individual,Manual,First Owner,1,550000.0,550000,550000
Maruti Ertiga BSIV VXI AT,2017,Individual,Automatic,First Owner,1,800000.0,800000,800000
Maruti Ertiga BSIV ZXI,2015,Individual,Manual,First Owner,1,500000.0,500000,500000
Maruti Ertiga SHVS LDI,2017,Individual,Manual,First Owner,1,500000.0,500000,500000
Maruti Ertiga SHVS LDI Option,2017,Individual,Manual,First Owner,1,700000.0,700000,700000
Maruti Ertiga SHVS VDI,2015,Dealer,Manual,First Owner,1,700000.0,700000,700000
Maruti Ertiga SHVS VDI,2016,Individual,Manual,First Owner,2,625000.0,600000,650000
Maruti Ertiga SHVS VDI,2016,Individual,Manual,Second Owner,2,800000.0,800000,800000
Maruti Ertiga SHVS VDI,2016,Individual,Manual,Third Owner,1,550000.0,550000,550000
Maruti Ertiga SHVS VDI,2017,Individual,Manual,First Owner,2,752500.0,720000,785000
Maruti Ertiga SHVS VDI,2017,Individual,Manual,Second Owner,2,890000.0,890000,890000
Maruti Ertiga SHVS ZDI,2016,Dealer,Manual,First Owner,1,825000.0,825000,825000
Maruti Ertiga SHVS ZDI,2016,Individual,Manual,Second Owner,1,450000.0,450000,450000
Maruti Ertiga SHVS ZDI,2017,Dealer,Manual,First Owner,3,880000.0,880000,880000
Maruti Ertiga SHVS ZDI Plus,2016,Individual,Manual,First Owner,1,760000.0,760000,760000
Maruti Ertiga SHVS ZDI Plus,2017,Dealer,Manual,First Owner,1,940000.0,940000,940000
Maruti Ertiga SHVS ZDI Plus,2017,Individual,Manual,First Owner,1,1000000.0,1000000,1000000
Maruti Ertiga SHVS ZDI Plus,2017,Individual,Manual,Second Owner,2,1000000.0,1000000,1000000
Maruti Ertiga SHVS ZDI Plus,2018,Individual,Manual,First Owner,1,980000.0,980000,980000
Maruti Ertiga VDI,2012,Individual,Manual,Second Owner,1,700000.0,700000,700000
Maruti Ertiga VDI,2012,Individual,Manual,Third Owner,2,575000.0,550000,600000
Maruti Ertiga VDI,2013,Individual,Manual,First Owner,3,300666.0,250999,400000
Maruti Ertiga VDI,2014,Individual,Manual,Second Owner,3,493333.3333333333,480000,500000
Maruti Ertiga VDI,2015,Dealer,Manual,First Owner,1,763000.0,763000,763000
Maruti Ertiga VDI,2015,Individual,Manual,Second Owner,1,600000.0,600000,600000
Maruti Ertiga VDI,2019,Individual,Manual,First Owner,1,925000.0,925000,925000
Maruti Ertiga VDI Limited Edition,2014,Individual,Manual,Second Owner,1,535000.0,535000,535000
Maruti Ertiga VXI,2014,Individual,Manual,First Owner,3,533333.3333333334,500000,600000
Maruti Ertiga VXI,2015,Trustmark Dealer,Manual,First Owner,11,625000.0,625000,625000
Maruti Ertiga VXI ABS,2013,Individual,Manual,First Owner,1,350000.0,350000,350000
Maruti Ertiga VXI CNG,2013,Dealer,Manual,First Owner,1,525000.0,525000,525000
Maruti Ertiga VXI CNG,2014,Dealer,Manual,First Owner,1,595000.0,595000,595000
Maruti Ertiga VXI CNG,2018,Individual,Manual,First Owner,1,587000.0,587000,587000
Maruti Ertiga VXI Petrol,2018,Individual,Manual,First Owner,1,800000.0,800000,800000
Maruti Ertiga ZDI,2012,Individual,Manual,Fourth & Above Owner,1,480000.0,480000,480000
Maruti Ertiga ZDI,2012,Individual,Manual,Second Owner,1,555000.0,555000,555000
Maruti Ertiga ZDI,2013,Dealer,Manual,First Owner,1,640000.0,640000,640000
Maruti Ertiga ZDI,2014,Dealer,Manual,First Owner,1,665000.0,665000,665000
Maruti Ertiga ZDI,2015,Individual,Manual,First Owner,1,716000.0,716000,716000
Maruti Ertiga ZDI Plus,2019,Individual,Manual,First Owner,2,1100000.0,1100000,1100000
Maruti Ertiga ZXI,2014,Dealer,Manual,First Owner,1,635000.0,635000,635000
Maruti Ertiga ZXI AT Petrol,2019,Individual,Automatic,First Owner,1,950000.0,950000,950000
Maruti Esteem AX,1997,Individual,Automatic,First Owner,1,79000.0,79000,79000
Maruti Esteem Lxi,2004,Individual,Manual,First Owner,1,45000.0,45000,45000
Maruti Esteem Lxi,2005,Individual,Manual,Second Owner,1,70000.0,70000,70000
Maruti Esteem Lxi,2005,Individual,Manual,Third Owner,1,60000.0,60000,60000
Maruti Esteem Lxi - BSIII,2005,Individual,Manual,First Owner,1,80000.0,80000,80000
Maruti Esteem Lxi - BSIII,2006,Individual,Manual,First Owner,1,90000.0,90000,90000
Maruti Esteem Lxi - BSIII,2007,Individual,Manual,First Owner,2,75000.0,75000,75000
Maruti Esteem VX,1999,Individual,Manual,Second Owner,1,60000.0,60000,60000
Maruti Esteem Vxi,2005,Individual,Manual,Second Owner,1,100000.0,100000,100000
Maruti Esteem Vxi,2007,Individual,Manual,Second Owner,1,100000.0,100000,100000
Maruti Esteem Vxi - BSIII,2006,Individual,Manual,First Owner,2,95000.0,95000,95000
Maruti Esteem Vxi - BSIII,2006,Individual,Manual,Second Owner,2,85000.0,85000,85000
Maruti Esteem Vxi - BSIII,2006,Individual,Manual,Third Owner,1,140000.0,140000,140000
Maruti Estilo LXI,2014,Dealer,Manual,First Owner,1,225000.0,225000,225000
Maruti Grand Vitara MT,2007,Individual,Manual,Third Owner,1,479000.0,479000,479000
Maruti Gypsy E MG410W ST,1995,Individual,Manual,Second Owner,1,95000.0,95000,95000
Maruti Gypsy King HT BSIV,2001,Individual,Manual,Third Owner,2,409999.0,409999,409999
Maruti Gypsy King Hard Top,2000,Individual,Manual,Fourth & Above Owner,1,165000.0,165000,165000
Maruti Gypsy King Hard Top Ambulance BSIV,2005,Individual,Manual,Second Owner,1,300000.0,300000,300000
Maruti Ignis 1.2 AMT Alpha BSIV,2018,Individual,Automatic,First Owner,1,700000.0,700000,700000
Maruti Ignis 1.2 AMT Delta BSIV,2017,Individual,Automatic,First Owner,1,450000.0,450000,450000
Maruti Ignis 1.2 Alpha BSIV,2017,Individual,Manual,First Owner,1,500000.0,500000,500000
Maruti Ignis 1.2 Delta BSIV,2019,Individual,Manual,First Owner,2,500000.0,500000,500000
Maruti Ignis 1.2 Sigma BSIV,2019,Individual,Manual,First Owner,2,450000.0,450000,450000
Maruti Ignis 1.2 Zeta BSIV,2018,Individual,Manual,First Owner,2,500000.0,500000,500000
Maruti Ignis 1.3 Delta,2018,Dealer,Manual,First Owner,2,590000.0,590000,590000
Maruti Omni 5 Str STD,1998,Dealer,Manual,Third Owner,1,65000.0,65000,65000
Maruti Omni 5 Str STD LPG,1998,Individual,Manual,Second Owner,1,50000.0,50000,50000
Maruti Omni 8 Seater BSII,2015,Dealer,Manual,First Owner,1,238000.0,238000,238000
Maruti Omni 8 Seater BSIV,2013,Individual,Manual,First Owner,1,170000.0,170000,170000
Maruti Omni 8 Seater BSIV,2014,Dealer,Manual,First Owner,1,250999.0,250999,250999
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008,Individual,Manual,Second Owner,2,150000.0,150000,150000
Maruti Omni CNG,2007,Individual,Manual,Fourth & Above Owner,1,45000.0,45000,45000
Maruti Omni E 8 Str STD,2001,Individual,Manual,Third Owner,1,85000.0,85000,85000
Maruti Omni E 8 Str STD,2007,Individual,Manual,Fourth & Above Owner,1,110000.0,110000,110000
Maruti Omni E MPI STD BS IV,2014,Individual,Manual,First Owner,2,239999.5,229999,250000
Maruti Omni E MPI STD BS IV,2016,Individual,Manual,Second Owner,1,240000.0,240000,240000
Maruti Omni E MPI STD BS IV,2017,Dealer,Manual,First Owner,1,215000.0,215000,215000
Maruti Omni E MPI STD BS IV,2017,Individual,Manual,Fourth & Above Owner,1,210000.0,210000,210000
Maruti Omni E MPI STD BS IV,2018,Dealer,Manual,First Owner,1,288000.0,288000,288000
Maruti Omni E MPI STD BS IV,2018,Individual,Manual,First Owner,1,250000.0,250000,250000
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,Individual,Manual,Second Owner,2,80000.0,80000,80000
Maruti Omni LPG STD BSIV,2006,Individual,Manual,Fourth & Above Owner,1,60000.0,60000,60000
Maruti Omni MPI STD BSIV,2012,Individual,Manual,First Owner,1,250000.0,250000,250000
Maruti Omni MPI STD BSIV,2014,Individual,Manual,Third Owner,1,150000.0,150000,150000
Maruti Omni MPI STD BSIV,2015,Individual,Manual,First Owner,2,130000.0,130000,130000
Maruti Omni MPI STD BSIV,2016,Individual,Manual,First Owner,1,120000.0,120000,120000
Maruti Omni MPI STD BSIV,2018,Individual,Manual,First Owner,3,216666.66666666666,200000,250000
Maruti Omni Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,2018,Dealer,Manual,First Owner,1,310000.0,310000,310000
Maruti Ritz LDi,2011,Individual,Manual,First Owner,1,250000.0,250000,250000
Maruti Ritz LDi,2013,Individual,Manual,Second Owner,1,290000.0,290000,290000
Maruti Ritz LDi,2013,Individual,Manual,Third Owner,1,280000.0,280000,280000
Maruti Ritz LDi,2016,Individual,Manual,Second Owner,3,359666.6666666667,299000,400000
